hitId,queryNum,topicNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5,workerId
232,32_10,32,10," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/><span>What do they eat?</span>"," And it would be a shame to let those big sharks caught since 2011, and the people who caught them, go unrecognized. So enjoy two bonus entries in this list of the nine biggest sharks ever caught. Sadly, Shark Week 2011 is drawing to a close.",MARCO_8579663,0," 1. Shark. This means any type of meat eating shark such as Longfin Mako, Shortfin Mako, Blacktip, or common Thresher shark. Because sharks are at or near the top of the food chain, they consume other types of fish as their main source of food.",MARCO_8579806,1," Main predators of dumbo octopi are sharks and killer whales. Dumbo octopus eat different type of crustaceans, bivalve, worms on the sea bottom and copepods (that are part of the zoo-plankton) when they swim near the surface of the water.Dumbo octopus swallows the prey whole. For that reason, size of the prey never exceeds 1-2 mm. Dumbo octopus does not have mating season.ain predators of dumbo octopi are sharks and killer whales. Dumbo octopus eat different type of crustaceans, bivalve, worms on the sea bottom and copepods (that are part of the zoo-plankton) when they swim near the surface of the water.",MARCO_8685439,0," 1 Jacques-Yves Cousteau says that it is: the only species of shark that is never frightened by the approach of a diver, and they are the most dangerous of all sharks..  Fastest The fastest swimming sharks are the mako sharks and blue sharks, which can even leap out of the water. They are also probably the fastest fish. Estimates of their speed varies; some say that they can swim at about 60 miles per hour (97 kph), while more conservative estimates are about 22 mph (35 kph).",MARCO_8724513,0," Giant Pandas: Pandas digest only about a fifth of what they eat. So they eat a lot, up to 12 hours per day. Their main food item is bamboo, but they do eat other things. See what else is on the pandas menu. There are probably only about 1,000 giant pandas left in the wild. They are classified as an endangered species.",MARCO_8740125,0,
233,32_10,32,10," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/><span>What do they eat?</span>"," eat (one's) words. Fig. to have to take back one's statements; to confess that one's predictions were wrong. You shouldn't say that to me. I'll make you eat your words.John was wrong about the election and had to eat his words. eat your heart out. 2  eat your heart out! 3  Eat your own dog food. 4  Eat your own dog food. 5  Eat your own dog food. 6  Eat your own dogfood. 7  eat your shirt. 8  Eat Your Vegetables. 9  eat your Wheaties.",MARCO_876296,0," 1 eat your heart out. 2  eat your heart out. 3  eat your heart out! 4  Eat your own dog food. 5  Eat your own dog food. 6  Eat your own dog food. 7  Eat your own dogfood. 8  eat your shirt. 9  Eat Your Vegetables. eat your heart out. 2  eat your heart out! 3  Eat your own dog food. 4  Eat your own dog food. 5  Eat your own dog food. 6  Eat your own dogfood. 7  eat your shirt. 8  Eat Your Vegetables. 9  eat your Wheaties.",MARCO_876302,0," Great white sharks are carnivorous, and primarily eat humans and fish (including rays, tuna, and smaller sharks), dolphins, porpoises, whale carcasses and pinnipeds such as seals, fur seals and sea lions and sometimes sea turtles. Sea otters and penguins are attacked at times although rarely, if ever, eaten.",MARCO_8819654,0," I like to eat, eat, eat apples and bananas. I like to eat, eat, eat apples and bananas. I like to 8, 8, 8 eiples and baneineis. I like to 8, 8, 8, eiples and baneineis. I like to eat, eat, eat eples and baninis. I like to eat, eat, eat eples and baninis. I like to ait, ait, ait aiples and bananais.",MARCO_8824076,0," Herbivores are animals that eat only plants. Carnivores are animals that eat only meat. Omnivores are animals that eat both plants and meat. The size of an animal does not determine what it eats. Some of the biggest animals eat only plants, and very tiny animals can be carnivores. An animal's digestive tract will be specially designed according to the food it eats. An animal's teeth will also be specially designed depending on the type of food it eats. Herbivores Some animals eat only plants, making them herbivores. Often, herbivores concentrate their munching on just the fruits or seeds of plants, ignoring stems, leaves, and roots. Herbivores have special digestive tracts that are designed to handle different types of plants they might eat.",MARCO_985095,0,
234,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>","       In informal speech they are interchangeable. In writing, compare with means examine in order to note similarity or difference, while compare to means to suggest similarity. Further, in the sense of being worthy of comparison, only  compare with is correct: Words do not compare with actions.Source: American Heritage Dictionary.n writing, compare with means examine in order to note similarity or difference, while compare to means to suggest similarity. Further, in the sense of being worthy of comparison, only  compare with is correct: Words do not compare with actions. Source: American Heritage Dictionary.",MARCO_101151,0," How fast is a dangerous heart beat. http:www.chacha.comquestionhow-fast-is-a-dangerous-heart-beat. An arrhythmia is a change in the rhythm of your heartbeat.When the heart beats too fast, it's called tachycardia.ealth related question in topics Heart Beat .We found some answers as below for this question How fast is a dangerous heart beat,you can compare them. A: An arrhythmia is a change in the rhythm of your heartbeat.",MARCO_1074115,0," Health related question in topics Heart Beat .We found some answers as below for this question How fast is a dangerous heart beat,you can compare them. A: An arrhythmia is a change in the rhythm of your heartbeat.When the heart beats too fast, it's called tachycardia.ealth related question in topics Heart Beat .We found some answers as below for this question How fast is a dangerous heart beat,you can compare them. A: An arrhythmia is a change in the rhythm of your heartbeat.",MARCO_1074119,0," Confidence votes 4.7K. A tigers body, like all mammals, has a skeletal and muscular system. The skeletal system consists of many different kinds of bones that protects internal organs and supports muscles, tendons and many other types of tissues. Some people keep tigers as pets. 2  Whether it's for the thrill of having one of the most dangerous animals in your home or because you really, really want a tiger of your own, . 3  Tone Your Body With Simple Isometric Moves Isometric exercises are a great addition to your exercise routine and a fun way to tone your body.",MARCO_1151743,0," Description. Tigers are the biggest cats in the world, and Amur tigers are the biggest subspecies of tigers. Their coat is golden-orange with dark stripes and some patches of white on the belly, chest, throat, and muzzle. Compared with other species of tigers, Amur tigers have more white in their coat and fewer stripes.escription. Tigers are the biggest cats in the world, and Amur tigers are the biggest subspecies of tigers. Their coat is golden-orange with dark stripes and some patches of white on the belly, chest, throat, and muzzle. Compared with other species of tigers, Amur tigers have more white in their coat and fewer stripes.",MARCO_1151750,0,
235,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," Facts about Great White Sharks, Tiger Sharks, Bull Sharks, Whale Sharks, Bull Shark, Hammerhead Shark, Mako Shark and more. Sharks are a large group of fish that have inhabited the oceans for over 400 million years, even before dinosaurs populated our planet.",MARCO_1211783,0," It is considered as the most dangerous for humans because it often attacks on humans. The name tiger is given to this shark because of strips on its body. It is found in all Oceans and especially in warm oceans. The average weight of this species of shark fish is 939 kilograms. The fifth largest or biggest or heaviest shark in the world.",MARCO_13258,0," A power saw made out of shark teeth, for science. Researchers have combined the teeth of various sharks into what they are calling the Jawzall, a power saw for tearing fish flesh.by Michelle Starr @ridingred .atherine Corn. What they found was that the tiger shark's teeth are the most deadly of those tested, breaking the salmon's spine in six cuts; the tiger shark often feasts on difficult prey, such as sea turtles and crustaceans, so deadly teeth are a requirement.",MARCO_1398599,0," There is no other species of shark out there that compared to the look of the Hammerhead Shark. Hammerhead Shark Description As mentioned, this species of shark has a head that is wide like the head of a hammer and then the long handle as it goes back to the rest of the body.",MARCO_1516378,0," Among the most dangerous to humans are: Great white; Tiger shark; Bull shark; Oceanic White tip; Gray sharks (territorial?) Mako; Only a few species consider people as prey. They usually attack mistaking humans for marine animals on which they feed (mammals or sea turtles). Most of the other sharks attack are provoked (feeding, spearfishing, bleeding, etc.) Sharks dont have many predators.",MARCO_1528871,4,
236,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," Dangerous Sea Life. Biting and other aggressive animals. There are about 350 species of sharks, only 30 species could potentially be dangerous to humans and only 12 are reported potentially aggressive and dangerous. To put things in perspective 300 times more drowning are reported than fatal shark attacks. Among the most dangerous to humans are: Great white; Tiger shark; Bull shark; Oceanic White tip",MARCO_1528877,0," Shortfin mako shark. The shortfin mako shark (Isurus oxyrinchus), also known as the blue pointer or bonito shark, is a large mackerel shark. It is commonly referred to as the mako shark, as is the longfin mako shark (Isurus paucus).",MARCO_1650866,0," For other uses, see Mako shark (disambiguation). Isurus is a genus of mackerel sharks in the family Lamnidae, commonly known as the mako sharks. The two living species are the common shortfin mako shark (I. oxyrinchus) and the rare longfin mako shark (I. paucus).",MARCO_1650871,0," Mako shark. Mako shark (genus Isurus), any of two species of swift, active, potentially dangerous sharks of the mackerel shark family, Isuridae. The shortfin mako (Isurus oxyrinchus) is found in all tropical and temperate seas, and the longfin mako (I. paucus) is scattered worldwide in tropical seas.",MARCO_1650874,0," Description & Behavior. Shortfin mako sharks, Isurus oxyrinchus (Rafinesque, 1810), aka makos, shortfins, short-finned makos, blue pointers, mackerel sharks, blue dynamites, bonitos, spriglios, palomas  are truly beautiful animals. They are well-adapted and active pelagic (open water) sharks.",MARCO_1650875,0,
237,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," Male lions are even thought to be lazy in a way, and will not do anything unless they really have to. Tigers are the more dominant big cat when lions and tigers are compared. Even in several cases where their genes have been mixed, the genes of the tiger have proven to be more prominent than the lions genes.",MARCO_1709877,0," Some of the sharks that inhabit Alabama waters include dangerous and aggressive bull and tiger sharks to the abundant Atlantic sharpnose shark. I learned that tiger sharks will eat just about anything including birds, turtles and even garbage. They have highly developed teeth and can shred most anything.",MARCO_1860731,0," Beauty and strength are what most people admire most about Tiger, the only Cat with a striped coat. The largest living Cat in the world, She possesses both grace and mystery. Because of her reputation as a dangerous foe, people have hunted Tiger to prove their bravery. During the day, Tiger rests in the shade. Sometimes, She likes to lie in a quiet pool of water to escape the heat. (Unlike most cats, Tiger likes swimming.) At dusk, She begins her hunt for food. Using her keen eyesight and hearing, Tiger looks for Deer or Wild Pigs.",MARCO_2051017,0," We bring you the list of some of the biggest sharks ever caught by man. Check out the full list of 8 specimens below. You also might like to check out some amazing shark jumps pictures. 08. Tiger Shark - 1,785 lbs (810 kg)",MARCO_2174104,0," The biggest ever tiger shark is believed to have measured 7.3 metres and weighed 6,860lbs. The shark was caught off the China-Indonesia coast. Worldwide, 1.5bn BCE. The biggest shark ever to have lived is the Carcharodon megalodon.",MARCO_2174105,0,
238,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," We bring you the list of some of the biggest sharks ever caught by man. Check out the full list of 8 specimens below. You also might like to check out some amazing shark jumps pictures. 08. Kevin James Clapson caught this huge 1,785 lb tiger shark off the coast of Ulladulla, Australia on March 28, 2004.",MARCO_2174109,0," Scientific name: Carcharodon carcharias. Largest recorded: 26.2ft, 5000lbs. Danger to humans: very high, like the tiger shark, great whites are an apex predator that will eat 'almost anything,' and have the highest recorded number of fatal attacks on humans, despite that they are not the great whites' preferred diet.",MARCO_2269535,0," Second only to the great white shark in number of recorded attacks on humans, the tiger is considered to be one of the sharks most dangerous to humans, along with the great white, bull shark and the oceanic whitetip shark. Imagine what it's like for a tiny insect to jump and fly as quickly as they do.",MARCO_2278395,0," Some sharks are fast and some sharks are slow, but the great majority cruise at very low speeds. While great whites, blues, and makos are capable of a great speed burst, most sharks swim at around 1.5 miles per hour when they're not actively chasing prey or attempting to escape from a dangerous situation. This speed falls about in line with the average human swim speed, which is between 1 and 2 miles per hour.",MARCO_2278399,0," They have numerous sets of replaceable teeth. Well-known species such as the great white shark, tiger shark, blue shark, mako shark, thresher shark, and the hammerhead shark are apex predatorsorganisms at the top of their underwater food chain. Many shark populations are threatened by human activities.",MARCO_2315978,0,
239,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," The Tiger Shark is a type of shark encountered in Stranded Deep. They can be found living in shallow ocean biomes such as the Islands, Sand Plains and Shallows. Tiger sharks can be identified by their dull gray coloration, along with their distinctive stripes that run down the length of their body. A tiger shark can be killed with exactly 10 hits from an axe. 2  As of v0.03.H2, the spawn chance of a tiger shark has been adjusted from 100% down to 30%. 3  There is a bug currently located in the game: once a tiger shark latches onto the player, it will drag the player back to the island.",MARCO_2442577,0," Notes Edit. 1  Tiger sharks are arguably the most dangerous enemy in Stranded Deep, due to their relentless aggression and speed of attack. 2  According to the save files, tiger sharks spawn with 200 health. 3  Crude axes are considered to be an effective weapon for hunting tiger sharks. A tiger shark can be killed with exactly 10 hits from an axe. 2  As of v0.03.H2, the spawn chance of a tiger shark has been adjusted from 100% down to 30%. 3  There is a bug currently located in the game: once a tiger shark latches onto the player, it will drag the player back to the island.",MARCO_2442581,0," The white Bengal tigers are distinctive due to the color of their fur. The white fur caused by a lack of the pigment pheomelanin, which is found in Bengal tigers with orange color fur. When compared to Bengal tigers, the white Bengal tigers tend to grow faster and heavier than the orange Bengal tiger.",MARCO_2531120,0," How to make Tiger Nuts Milk Video. Tiger nuts have a nutty milky taste. I can't even imagine anything that tastes like it. Not only do they taste nice, the nuts are jampacked with lots of health benefits.To eat it as a snack, just chew and suck on the chaff then spit out the chaff.ow to make Tiger Nuts Milk Video. Tiger nuts have a nutty milky taste. I can't even imagine anything that tastes like it. Not only do they taste nice, the nuts are jampacked with lots of health benefits.",MARCO_2689490,0," Is the hammerhead shark a very dangerous shark? There are many types of hammerhead sharks. (About 7-10 I think..) Usually the Great Hammerhead is the most dangerous type.      No hammerhead sharks are not very dangerous.   There are in fact 9 known species of hammerhead shark, three of which have been known to be dangerous to humans.",MARCO_2704914,0,
240,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," Year of the Tiger Tiger is the third in the 12-year cycle of Chinese zodiac sign. The Years of the Tiger include 1914, 1926, 1938, 1950, 1962, 1974, 1986, 1998, 2010, 2022, 2034... Tigers, considered to be brave, cruel, forceful, stately and terrifying, are the symbol of power and lordliness. In ancient times, people usually compared emperors or grandees with the tiger.",MARCO_2875379,0," The Siberian tigers also known as Panthera tigris are considered as the most dangerous and endangered tiger species of the world with their population of about 5,500 to 7,500 tigers left in the wild and in captivity.iberian tigers are very massive and powerful animals. The Siberian tiger can reach a length of 130 inches (286 centimeters) which makes it the largest of the different tiger variants. The Siberian tiger also has a very broad muzzle compared to other tiger variants, and male Siberian tigers usually have mane.",MARCO_2978922,0," They have several sets of replaceable teeth. Well-known species such as the great white shark, tiger shark, blue shark, mako shark, and the hammerhead shark are apex predators organisms at the top of their underwater food chain. Many shark populations are threatened by human activities.hey have several sets of replaceable teeth. Well-known species such as the great white shark, tiger shark, blue shark, mako shark, and the hammerhead shark are apex predators organisms at the top of their underwater food chain. Many shark populations are threatened by human activities.",MARCO_3103879,4," Answer by Rojasher25. Confidence votes 171. They are carnivores. So they eat any animal that is made of meat such as other orange or white tigers, rabbits, or birds. A white tigers diet mainly consists of pig, cattle, other livestock and deer.Tigers are pure carnivores.They prefer hunting large ungulates such as chital, sambar, gaur, and to a small extent also barasingha, water buffalo, nilgai, serow and takin.hat does a white tiger eat and what eats it? tigers eat nothing but meat they feed on small monkeys to large gaurs. they kill leopards, inidan croc, sloth bear, brown bear, bobcats, Indian junfle cats.",MARCO_310982,0," As mentioned earlier, most white tigers around the world can be seen in zoos. This is mainly because these tigers are nearly extinct due to poaching. They hunt deer, antelopes, bison, cows, monkeys and peacocks for food. All tigers are carnivorous animals and have to hunt and eat for their survival.The white tigers also live in grasslands and mangroves. The average white tiger lives up to 10 years, but sometimes it can have a lifespan of 15 years.s mentioned earlier, most white tigers around the world can be seen in zoos. This is mainly because these tigers are nearly extinct due to poaching. They hunt deer, antelopes, bison, cows, monkeys and peacocks for food. All tigers are carnivorous animals and have to hunt and eat for their survival.",MARCO_310990,0,
241,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," Any discussion of sharks usually ends up with the question of how dangerous they are to people. In terms of statistics, sharks are not dangerous at all. The number of people who have been injured by sharks is minuscule compared with the number of people who have been injured by dogs, or injured in car accidents.",MARCO_3352522,0," Weights of Ligers, Lions and Tigers. Ligers are the biggest cats on earth; they weigh 900 to 1200 Pounds. Siberian Tigers are the second biggest cats with a weight of around 600 Pounds and lions are the third biggest cats with a weight of around 500 Pounds. Bengal Tigers and Sumatran Tigers also weigh more than lions even though they are smaller than Siberian Tigers.",MARCO_3419620,0," Three of the Biggest Great Whites Ever Caught (and Reliably Measured) According to shark expert J. E. Randall, the largest white shark reliably measured was 6.0 m (19.7 ft), found near Ledge Point, Western Australia in 1987.",MARCO_3422367,0," Learning from Others. It is dangerous to constantly compare yourself to others, however, a lot can be learned from observing the strengths and weaknesses of fellow dancers. If someone is doing something well, try to assess what they are doing that you are not. Try not to focus on what theyve got that you dont.",MARCO_3438293,0," Biggest Sharks Ever Caught (8 photos) The list of some of the biggest sharks ever caught by man. Kevin James Clapson caught this huge 1,785 lb tiger shark off the coast of Ulladulla, Australia on March 28, 2004.",MARCO_3442992,0,
242,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," Sharks are found in all seas and are common to depths of 2,000 metres (6,600 ft). They generally do not live in freshwater although there are a few known exceptions, such as the bull shark and the river shark, which can survive and be found in both seawater and freshwater.ell-known species such as the great white shark, tiger shark, blue shark, mako shark, and the hammerhead shark are apex predators organisms at the top of their underwater food chain. Many shark populations are threatened by human activities.",MARCO_3632497,4," Best Answer: I think that tigers are bigger than lions. Tigers are considered the biggest cat of the big cat family. A big lion may be bigger than a normal sized tiger, but usually when you're comparing the two cats, the tiger will most likely be bigger or larger than the lion. Source(s): http:www.sprucelog.comschoollearning...",MARCO_3721677,0," Euphorbias really don't compare much to the real dangerous plants in the plant world. I think these two plants are far more dangerous in my yard than are any Euphorbias. Left is a larger Phoenix with deadly leaf base spines, and even the regular leaflets are sharp enough to easily puncture an eye ball.",MARCO_3743176,0," Some common kinds of shark include the hammerhead shark, the great white shark, the tiger shark, and the mako shark.",MARCO_3855673,0," Many scientists agree that since bull sharks often dwell in shallow waters, they may be more dangerous to humans than any other species of shark, and that they, tiger sharks and great white sharks are the three shark species most likely to attack humans.onfidence votes 28. The Bull Shark is found in tropical and subtropical seas around the world, and prefers warm waters. It also lives very close inshore, and often enters fresh water for long periods.",MARCO_3931763,0,
243,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," Best Answer: If you are asking which is more dangerous, both sharks and whales has their species that can be potentially dangerous. Even though Great white sharks is the most intimidating of all sharks, they're not the most aggressive sharks.Tiger sharks are way more aggressive than the Great white sharks. shark is more dangerous than a whale because whales eat krill. Sharks eat meat but that doesn't mean they would just swim up and eat you. A shark would only hurt a person if you were in its territory,you were surfing and looked like a seal from below, or if it was desperately hungry.",MARCO_4134521,0," Colossal Kitties. Tigers are the biggest cats in the world, and Amur tigers are the biggest subspecies (type) of tigers. They stand about three feet tall at the shoulder. This isn't quite as tall as a lion, but Amur tigers are longer and usually weigh more.olossal Kitties. Tigers are the biggest cats in the world, and Amur tigers are the biggest subspecies (type) of tigers. They stand about three feet tall at the shoulder. This isn't quite as tall as a lion, but Amur tigers are longer and usually weigh more.",MARCO_4136768,0," Compare Is Raw Honey Dangerous and How To Develop Good Sleep Habits and sleeping pills may help temporarily but usually do not fix the main problems that Is Raw Honey Dangerous Herbal Remedies For Sleeping Problems some people say that is required a larger amount of these herbs make sure that them an excellent effect then Best Insomnia Cure then Do I Have Sleep Insomnia Quiz and Hormonal Dysfunction and Helping Insomnia Review.",MARCO_4366183,0," Compare Is Raw Honey Dangerous Menopause And Sleeplessness and Natural Ways To Get To Sleep and sleeping pills may help temporarily but usually do not fix the main problems that some people say that is required a larger amount of these herbs make sure that them an excellent effect then Home Remedies Sleep and And You Can between Vitamin A Insomnia with Is Raw Honey Dangerous Why Do I Have So Much Trouble Sleeping Exercise can get you tired enough to require to sleep without to be able to ...",MARCO_4366187,0," Compare Is Raw Honey Dangerous then Does Hormonal Imbalance Cause Weight Gain and sleeping pills may help temporarily but usually do not fix the main problems that some people say that is required a larger amount of these herbs make sure that them an excellent effect Baby Go To between Ways To Relax At Night Menopause And Sleeplessness between How To Develop Good Sleep Habits then How To Get Sleep In 5 Minutes and Melatonin is a popular sleep aid.",MARCO_4366188,0,
244,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," There are four different types of shark teeth. While sharks teeth do share the common traits described above, they have very different shapes and uses. There are four basic groups of shark diets and because of this there are four basic types of shark teeth.-Sharks that typically eat fish have long, narrow, needle-like teeth ideal for gripping something as slippery and streamlined as a fish.-Sharks that are benthic feeders, eating bivalves and crustaceans, have thick, plate-like teeth perfect for crushing the shells of their prey. sharks teeth are arranged in rows, the number of which varies from species to species. The row nearest the front of the mouth is the working row of teeth (though some sharks use up to the first 8 rows of teeth), and they are the largest teeth in a sharks mouth.",MARCO_4577241,0," The world's most dangerous shark is the Bull Shark. The world's biggest shark is the Whale Shark (a shark is a fish). The Whale Shark can be up to 53 feet long and weight more than 13 ton.(The Blue Whale is a mammal that is why it is not the biggest fish.).The world's fastest shark is the Mako Shark.he world's most dangerous shark is the Bull Shark. The world's biggest shark is the Whale Shark (a shark is a fish). The Whale Shark can be up to 53 feet long and weight more than 13 ton.",MARCO_4580650,0," In series 2, the mermaids continue to discover Mako's secrets and learn more about the merman chamber. Nixie and Lyla go in search of a new home, leaving Sirena with Ondina and Mimmi, Mako mermaids who continue the effort to remove Zac's powers and reclaim the island for their pod.",MARCO_4590022,0," Examples of shallow water sharks are the nurse, the hammerhead, the sandbar, the great white and the tiger shark. Pelagic sharks are shortfin makos and whale sharks. Deep water sharks, such as catsharks, goblin sharks and megamouth sharks, stay in cold water all year round.lthough large temperate sharks will travel into tropical waters, they will swim only at depths where the temperature is in their preferred range. Smaller sharks are much more affected by heat and cold and stay within their limits. Sandbar sharks like water temperature between about 15-30C (59&deg-86&degF).",MARCO_4613063,0," Tigers eat anything in the jungle-whatever they can catch. But tigers need large prey to survive long term. Here is a list of prey items from Nagarole NP in India, Royal Bardia NP in Nepal and Huai Kha Khaeng Wildlife Sanctuary in Thailand, assessed from scats (feces).Tigers don't just live in jungle.They live in a wide variety of habitats including lowland evergreen forest, monsoonal forest, scrub oak, birch woods of Siberia (Siberian tiger) and the mangrove swamps of the Sunderbans. The tiger is forced to live in these swamps. Tiger prey items in the above reserves:igers eat anything in the jungle-whatever they can catch. But tigers need large prey to survive long term. Here is a list of prey items from Nagarole NP in India, Royal Bardia NP in Nepal and Huai Kha Khaeng Wildlife Sanctuary in Thailand, assessed from scats (feces). Tigers don't just live in jungle.",MARCO_4630841,0,
245,32_11,32,11," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/>Where do they live?<br/>What do they eat?<br/><span>How do they compare with tigers for being dangerous?</span>"," The life-span of tiger sharks in the wild is considered to be 27 years in average, even though some may live up to 50 years of age. As with other species, tiger sharks in captivity do not live as extensive as in wildlife reaching only 17 to 20 years.Some experts presume that the lifespan of the Great White Sharks is approximately 30 years (Levine, 1988) but other research indicates that they can reach up to 40 years.ately, GPS systems have brought a new way to track migration and how long do sharks live, providing more accurate information about them. Shark lifespan vary by kind and it is very different for each of them. While many types live 20 to 30 years in the wild, there are some types that live much longer than others.",MARCO_4674256,0," Other than a ready supply of food, tiger sharks don't have a lot of other requirements for their abode. Tiger sharks are found both on the surface and in depths of up to 1,150 feet (350 meters) source: Knickle  and they're found in lots of different waters, including river estuaries and harbors.Most often, though, this shark is found in murky waters in coastal areas.he tiger shark will travel a long way for a bite to eat; one study found that the tiger shark swam about 30 miles to 40 miles (48 km to 64 km) a day looking for food source: Tennesen .",MARCO_4724273,0," Tiger Shark  Galeocerdo cuvier. Tiger sharks are very large and so they require a considerable amount of wide open space. They enjoy warm water so they are found in the tropic areas of the world as well as some sub tropic locations.ating Habits of Tiger Sharks. A tiger shark will eat any type of fish, shark, animal, and small entity it can find in the water. They are very curious by nature and will taste anything that comes their way. The stomachs of tiger sharks have been found with some very unique items inside of them.",MARCO_4754014,0," Eating Habits of Tiger Sharks. A tiger shark will eat any type of fish, shark, animal, and small entity it can find in the water. They are very curious by nature and will taste anything that comes their way. The stomachs of tiger sharks have been found with some very unique items inside of them.ating Habits of Tiger Sharks. A tiger shark will eat any type of fish, shark, animal, and small entity it can find in the water. They are very curious by nature and will taste anything that comes their way. The stomachs of tiger sharks have been found with some very unique items inside of them.",MARCO_4754015,0," SEVELAMER is a polymer. It binds phosphates in the stomach and prevents them from being absorbed into the body. This medicine is used in patients with chronic kidney disease on dialysis to prevent dangerous increases in phosphates. Compare phosphate binders.",MARCO_4777309,0,
